>>>DATA LIST FOR: SCORED_POSTS_AQ (A)_201349194152470.xml
ye1.org, AQAA Military Engagement, عصفور النار, الفجر الجدديد, 1
ye1.org,AQ Ideology,Pagerank,أمـير أبو بكر,0.00406192604205
ye1.org,AQ Ideology,Pagerank,مملكه سباء,0.0175108403076
ye1.org,AQ Ideology,Pagerank,يحي الجبر,0.0124873681055
ye1.org,AQ Ideology,Pagerank,حسن الأسد,0.00239228743576
ye1.org,AQ Ideology,Pagerank,أبـو علياء,0.00645917607478
ye1.org,AQ Ideology,Pagerank,ramzi alkadasi,0.00239228743576
ye1.org,AQ Ideology,Pagerank,رمز العروبة,0.00239228743576
ye1.org,AQ Ideology,Pagerank,النمر بن عدوان,0.0218565822533
ye1.org,AQ Ideology,Pagerank,رمضان16,0.00239228743576
ye1.org,AQ Ideology,Pagerank,الحق ظاهر,0.00307010220893
ye1.org,AQ Ideology,Pagerank,أبو صدام44,0.00556257285167
ye1.org,AQ Ideology,Pagerank,زهيرسالم,0.00968952528357
ye1.org,AQ Ideology,Pagerank,ربـــش,0.0125769746674
ye1.org,AQ Ideology,Pagerank,يماني في الغربه,0.0031362439292
ye1.org,AQ Ideology,Pagerank,عالي المقام,0.00487954962895
ye1.org,AQ Ideology,Pagerank,أبوجعفر,0.0231805221137
ye1.org,AQ Ideology,Pagerank,الذئب الجريح,0.00487954962895
ye1.org,AQ Ideology,Pagerank,إبن الهيثم,0.00239228743576
ye1.org,AQ Ideology,Pagerank,فتى أبين,0.0170612693655
ye1.org,AQ Ideology,Pagerank,خالد الهاجري,0.00239228743576
ye1.org,AQ Ideology,Pagerank,الليل والنهار,0.00792607274584
ye1.org,AQ Ideology,Pagerank,الواحدي شبواني,0.0159482912943
ye1.org,AQ Ideology,Pagerank,مجدي الرويشد,0.00700194345716
ye1.org,AQ Ideology,Pagerank,اليماني القحطان,0.00328088988271
ye1.org,AQ Ideology,Pagerank,ليال92,0.0113484883715
ye1.org,AQ Ideology,Pagerank,keelo,0.00668507302623
ye1.org,AQ Ideology,Pagerank,بديعة,0.0150399946647
ye1.org,AQ Ideology,Pagerank,صادق حسن,0.004023209033
ye1.org,AQ Ideology,Pagerank,Microscope,0.0155599323772
ye1.org,AQ Ideology,Pagerank,أبو نافع,0.00626455494296
ye1.org,AQ Ideology,Pagerank,اسماعيل السلفي,0.00239228743576
ye1.org,AQ Ideology,Pagerank,راعي الجدعى,0.00239228743576
ye1.org,AQ Ideology,Pagerank,عبد العظيم,0.00279897629966
ye1.org,AQ Ideology,Pagerank,صارم الحق,0.00239228743576
ye1.org,AQ Ideology,Pagerank,أبو هارون منصور,0.00470533035148
ye1.org,AQ Ideology,Pagerank,أختكم في الله,0.0151224146945
ye1.org,AQ Ideology,Pagerank,المـرادي,0.00409558865462
ye1.org,AQ Ideology,Pagerank,منصور عبد ربه,0.00239228743576
ye1.org,AQ Ideology,Pagerank,أريد أن أفهم,0.0248951575751
ye1.org,AQ Ideology,Pagerank,ارحل الان,0.00487954962895
ye1.org,AQ Ideology,Pagerank,بلاحدود.,0.00239228743576
ye1.org,AQ Ideology,Pagerank,ابو هزبر,0.00611334101021
ye1.org,AQ Ideology,Pagerank,ابوخالد عبدالله,0.00806701460233
ye1.org,AQ Ideology,Pagerank,المؤمن الصادق,0.00745949508194
ye1.org,AQ Ideology,Pagerank,الريد,0.00609537036156
ye1.org,AQ Ideology,Pagerank,جلال الأربعيني,0.00544245391502
ye1.org,AQ Ideology,Pagerank,almanhali,0.00239228743576
ye1.org,AQ Ideology,Pagerank,بنت حفصة,0.00549823298085
ye1.org,AQ Ideology,Pagerank,شيخ المشايخ,0.0202251909028
ye1.org,AQ Ideology,Pagerank,ابن الديرة,0.0299291728417
ye1.org,AQ Ideology,Pagerank,جابر الحارثي,0.00239228743576
ye1.org,AQ Ideology,Pagerank,بنت الإسلام,0.00575619386308
ye1.org,AQ Ideology,Pagerank,وحي القلم,0.00239228743576
ye1.org,AQ Ideology,Pagerank,ابومرام,0.00239228743576
ye1.org,AQ Ideology,Pagerank,الخبجي99,0.00442573175527
ye1.org,AQ Ideology,Pagerank,هلول,0.00575619386308
ye1.org,AQ Ideology,Pagerank,هلل,0.00806701460233
ye1.org,AQ Ideology,Pagerank,عبد الرحمن الزر,0.0127438738527
ye1.org,AQ Ideology,Pagerank,gamel,0.0240502418036
ye1.org,AQ Ideology,Pagerank,طارق الحميري,0.00239228743576
ye1.org,AQ Ideology,Pagerank,الزهراء الزهراء,0.0149766202699
ye1.org,AQ Ideology,Pagerank,حفيد البخاري,0.00239228743576
ye1.org,AQ Ideology,Pagerank,مسلم 7,0.00575619386308
ye1.org,AQ Ideology,Pagerank,رشاد العولقي,0.0200284489249
ye1.org,AQ Ideology,Pagerank,جلال بن فريد,0.0179433287693
ye1.org,AQ Ideology,Pagerank,هاشم السلفي,0.00966336994653
ye1.org,AQ Ideology,Pagerank,رجال الوايلي,0.0791507393282
ye1.org,AQ Ideology,Pagerank,محارب الفتن,0.0031362439292
ye1.org,AQ Ideology,Pagerank,محب الله1,0.00239228743576
ye1.org,AQ Ideology,Pagerank,الفجر الجدديد,0.0119990482231
ye1.org,AQ Ideology,Pagerank,حق العودة,0.00239228743576
ye1.org,AQ Ideology,Pagerank,نور الدين زنكي,0.00801553513405
ye1.org,AQ Ideology,Pagerank,بنت اليمن22,0.00844255462912
ye1.org,AQ Ideology,Pagerank,رشيماء,0.00773257273402
ye1.org,AQ Ideology,Pagerank,حصن شبوة,0.0031362439292
ye1.org,AQ Ideology,Pagerank,المعلم1,0.00239228743576
ye1.org,AQ Ideology,Pagerank,ناصر البنا,0.00406192604205
ye1.org,AQ Ideology,Pagerank,نصيرة الحق,0.00239228743576
ye1.org,AQ Ideology,Pagerank,ابو اسامه العوذلي,0.0104484749152
ye1.org,AQ Ideology,Pagerank,هرماس,0.00442573175527
ye1.org,AQ Ideology,Pagerank,الظاهري ,0.00531433420222
ye1.org,AQ Ideology,Pagerank,رياح الصحراء,0.00239228743576
ye1.org,AQ Ideology,Pagerank,كاشف الحقيقة,0.00677291602284
ye1.org,AQ Ideology,Pagerank,غريب في ارضه,0.00406192604205
ye1.org,AQ Ideology,Pagerank,ابوبسام اليمني,0.00239228743576
ye1.org,AQ Ideology,Pagerank,ابن الرياشي,0.0321880987464
ye1.org,AQ Ideology,Pagerank,علي ابن المشطط,0.00575619386308
ye1.org,AQ Ideology,Pagerank,عبدالرزاق الجمل,0.0060030517
ye1.org,AQAA Military Engagement,Degree,عبد الرحمن الزر,3
ye1.org,AQAA Military Engagement,Degree,صارم الحق,3
ye1.org,AQAA Military Engagement,Degree,طارق الحميري,2
ye1.org,AQAA Military Engagement,Degree,ارحل الان,1
ye1.org,AQAA Military Engagement,Degree,الزهراء الزهراء,1
ye1.org,AQAA Military Engagement,Degree,محب الله1,2
ye1.org,AQAA Military Engagement,Degree,النمر بن عدوان,1
ye1.org,AQAA Military Engagement,Degree,رشاد العولقي,4
ye1.org,AQAA Military Engagement,Degree,نور الدين زنكي,1
ye1.org,AQAA Military Engagement,Degree,زهيرسالم,1
ye1.org,AQAA Military Engagement,Degree,رجال الوايلي,7
ye1.org,AQAA Military Engagement,Degree,المعلم1,3
ye1.org,AQAA Military Engagement,Degree,ابو وضاح الحسني,1
ye1.org,AQAA Military Engagement,Degree,ربـــش,12
ye1.org,AQAA Military Engagement,Degree,يماني في الغربه,2
ye1.org,AQAA Military Engagement,Degree,NETSCAPE,1
ye1.org,AQAA Military Engagement,Degree,ramzi alkadasi,2
ye1.org,AQAA Military Engagement,Degree,متابع اعلامي,11
ye1.org,AQAA Military Engagement,Degree,ابوخالد عبدالله,1
ye1.org,AQAA Military Engagement,Degree,قرين القران,2
ye1.org,AQAA Military Engagement,Degree,أبوجعفر,1
ye1.org,AQAA Military Engagement,Degree,المؤمن الصادق,1
ye1.org,AQAA Military Engagement,Degree,أبوالبراء79,1
ye1.org,AQAA Military Engagement,Degree,جلال الأربعيني,1
ye1.org,AQAA Military Engagement,Degree,الواحدي شبواني,8
ye1.org,AQAA Military Engagement,Degree,الفجر الجدديد,1
ye1.org,AQAA Military Engagement,Degree,مجدي الرويشد,2
ye1.org,AQAA Military Engagement,Degree,محمد العباسى,2
ye1.org,AQAA Military Engagement,Degree,الركن اليماني,1
ye1.org,AQAA Military Engagement,Degree,عصفور النار,1
ye1.org,AQAA Military Engagement,Degree,عبدالعزيز الحدي,5
ye1.org,AQAA Military Engagement,Degree,رشيماء,3
ye1.org,AQAA Military Engagement,Degree,شاخوف الوائلي,1
ye1.org,AQAA Military Engagement,Degree,جابر الحارثي,1
ye1.org,AQAA Military Engagement,Degree,اخو زيد,1
ye1.org,AQAA Military Engagement,Degree,الحقيقة مرة,1
ye1.org,AQAA Military Engagement,Degree,أبو نافع,3
ye1.org,AQAA Military Engagement,Degree,زنجبار تنزف,1
ye1.org,AQAA Military Engagement,Degree,أبو طلحه,2
ye1.org,AQAA Military Engagement,Degree,gamel,1
ye1.org,AQAA Military Engagement,Degree,على العصر شاهد,1
ye1.org,AQAA Military Engagement,Degree,ابو لافى,1
ye1.org,AQAA Military Engagement,Degree,قــمـة شـموخ,1
ye1.org,AQAA Military Engagement,Degree,ابن الرياشي,3
ye1.org,AQAA Military Engagement,Degree,علي ابن المشطط,1
ye1.org,AQAA Military Engagement,Degree,يحي الجبر,4
ye1.org,AQAA Military Engagement,Degree,شعارالنصر,2
ye1.org,AQAA Military Engagement,Degree,عبدالرزاق الجمل,2
ye1.org,AQAA Military Engagement,In Degree,عبد الرحمن الزر,0
ye1.org,AQAA Military Engagement,In Degree,صارم الحق,1
ye1.org,AQAA Military Engagement,In Degree,طارق الحميري,1
ye1.org,AQAA Military Engagement,In Degree,ارحل الان,0
ye1.org,AQAA Military Engagement,In Degree,الزهراء الزهراء,1
ye1.org,AQAA Military Engagement,In Degree,محب الله1,1
ye1.org,AQAA Military Engagement,In Degree,النمر بن عدوان,1
ye1.org,AQAA Military Engagement,In Degree,رشاد العولقي,2
ye1.org,AQAA Military Engagement,In Degree,نور الدين زنكي,0
ye1.org,AQAA Military Engagement,In Degree,زهيرسالم,0
ye1.org,AQAA Military Engagement,In Degree,رجال الوايلي,3
ye1.org,AQAA Military Engagement,In Degree,المعلم1,3
ye1.org,AQAA Military Engagement,In Degree,ابو وضاح الحسني,0
ye1.org,AQAA Military Engagement,In Degree,ربـــش,8
ye1.org,AQAA Military Engagement,In Degree,يماني في الغربه,1
ye1.org,AQAA Military Engagement,In Degree,NETSCAPE,1
ye1.org,AQAA Military Engagement,In Degree,ramzi alkadasi,1
ye1.org,AQAA Military Engagement,In Degree,متابع اعلامي,5
ye1.org,AQAA Military Engagement,In Degree,ابوخالد عبدالله,0
ye1.org,AQAA Military Engagement,In Degree,قرين القران,2
ye1.org,AQAA Military Engagement,In Degree,أبوجعفر,1
ye1.org,AQAA Military Engagement,In Degree,المؤمن الصادق,1
ye1.org,AQAA Military Engagement,In Degree,أبوالبراء79,0
ye1.org,AQAA Military Engagement,In Degree,جلال الأربعيني,1
ye1.org,AQAA Military Engagement,In Degree,الواحدي شبواني,3
ye1.org,AQAA Military Engagement,In Degree,الفجر الجدديد,1
ye1.org,AQAA Military Engagement,In Degree,مجدي الرويشد,0
ye1.org,AQAA Military Engagement,In Degree,محمد العباسى,0
ye1.org,AQAA Military Engagement,In Degree,الركن اليماني,0
ye1.org,AQAA Military Engagement,In Degree,عصفور النار,0
ye1.org,AQAA Military Engagement,In Degree,عبدالعزيز الحدي,4
ye1.org,AQAA Military Engagement,In Degree,رشيماء,3
ye1.org,AQAA Military Engagement,In Degree,شاخوف الوائلي,1
ye1.org,AQAA Military Engagement,In Degree,جابر الحارثي,0
ye1.org,AQAA Military Engagement,In Degree,اخو زيد,0
ye1.org,AQAA Military Engagement,In Degree,الحقيقة مرة,1
ye1.org,AQAA Military Engagement,In Degree,أبو نافع,0
ye1.org,AQAA Military Engagement,In Degree,زنجبار تنزف,0
ye1.org,AQAA Military Engagement,In Degree,أبو طلحه,1
ye1.org,AQAA Military Engagement,In Degree,gamel,1
ye1.org,AQAA Military Engagement,In Degree,على العصر شاهد,0
ye1.org,AQAA Military Engagement,In Degree,ابو لافى,0
ye1.org,AQAA Military Engagement,In Degree,قــمـة شـموخ,0
ye1.org,AQAA Military Engagement,In Degree,ابن الرياشي,1
ye1.org,AQAA Military Engagement,In Degree,علي ابن المشطط,1
ye1.org,AQAA Military Engagement,In Degree,يحي الجبر,2
ye1.org,AQAA Military Engagement,In Degree,شعارالنصر,2
ye1.org,AQAA Military Engagement,In Degree,عبدالرزاق الجمل,2
ye1.org,AQAA Military Engagement,Out Degree,عبد الرحمن الزر,3
ye1.org,AQAA Military Engagement,Out Degree,صارم الحق,2
ye1.org,AQAA Military Engagement,Out Degree,طارق الحميري,1
ye1.org,AQAA Military Engagement,Out Degree,ارحل الان,1
ye1.org,AQAA Military Engagement,Out Degree,الزهراء الزهراء,0
ye1.org,AQAA Military Engagement,Out Degree,محب الله1,1
ye1.org,AQAA Military Engagement,Out Degree,النمر بن عدوان,0
ye1.org,AQAA Military Engagement,Out Degree,رشاد العولقي,2
ye1.org,AQAA Military Engagement,Out Degree,نور الدين زنكي,1
ye1.org,AQAA Military Engagement,Out Degree,زهيرسالم,1
ye1.org,AQAA Military Engagement,Out Degree,رجال الوايلي,4
ye1.org,AQAA Military Engagement,Out Degree,المعلم1,0
ye1.org,AQAA Military Engagement,Out Degree,ابو وضاح الحسني,1
ye1.org,AQAA Military Engagement,Out Degree,ربـــش,4
ye1.org,AQAA Military Engagement,Out Degree,يماني في الغربه,1
ye1.org,AQAA Military Engagement,Out Degree,NETSCAPE,0
ye1.org,AQAA Military Engagement,Out Degree,ramzi alkadasi,1
ye1.org,AQAA Military Engagement,Out Degree,متابع اعلامي,6
ye1.org,AQAA Military Engagement,Out Degree,ابوخالد عبدالله,1
ye1.org,AQAA Military Engagement,Out Degree,قرين القران,0
ye1.org,AQAA Military Engagement,Out Degree,أبوجعفر,0
ye1.org,AQAA Military Engagement,Out Degree,المؤمن الصادق,0
ye1.org,AQAA Military Engagement,Out Degree,أبوالبراء79,1
ye1.org,AQAA Military Engagement,Out Degree,جلال الأربعيني,0
ye1.org,AQAA Military Engagement,Out Degree,الواحدي شبواني,5
ye1.org,AQAA Military Engagement,Out Degree,الفجر الجدديد,0
ye1.org,AQAA Military Engagement,Out Degree,مجدي الرويشد,2
ye1.org,AQAA Military Engagement,Out Degree,محمد العباسى,2
ye1.org,AQAA Military Engagement,Out Degree,الركن اليماني,1
ye1.org,AQAA Military Engagement,Out Degree,عصفور النار,1
ye1.org,AQAA Military Engagement,Out Degree,عبدالعزيز الحدي,1
ye1.org,AQAA Military Engagement,Out Degree,رشيماء,0
ye1.org,AQAA Military Engagement,Out Degree,شاخوف الوائلي,0
ye1.org,AQAA Military Engagement,Out Degree,جابر الحارثي,1
ye1.org,AQAA Military Engagement,Out Degree,اخو زيد,1
ye1.org,AQAA Military Engagement,Out Degree,الحقيقة مرة,0
ye1.org,AQAA Military Engagement,Out Degree,أبو نافع,3
ye1.org,AQAA Military Engagement,Out Degree,زنجبار تنزف,1
ye1.org,AQAA Military Engagement,Out Degree,أبو طلحه,1
ye1.org,AQAA Military Engagement,Out Degree,gamel,0
ye1.org,AQAA Military Engagement,Out Degree,على العصر شاهد,1
ye1.org,AQAA Military Engagement,Out Degree,ابو لافى,1
ye1.org,AQAA Military Engagement,Out Degree,قــمـة شـموخ,1
ye1.org,AQAA Military Engagement,Out Degree,ابن الرياشي,2
ye1.org,AQAA Military Engagement,Out Degree,علي ابن المشطط,0
ye1.org,AQAA Military Engagement,Out Degree,يحي الجبر,2
ye1.org,AQAA Military Engagement,Out Degree,شعارالنصر,0
ye1.org,AQAA Military Engagement,Out Degree,عبدالرزاق الجمل,0
ye1.org,AQAA Military Engagement,Closeness Centrality,عبد الرحمن الزر,1.0
ye1.org,AQAA Military Engagement,Closeness Centrality,صارم الحق,0.390243902439
ye1.org,AQAA Military Engagement,Closeness Centrality,طارق الحميري,0.368421052632
ye1.org,AQAA Military Engagement,Closeness Centrality,ارحل الان,1.0
ye1.org,AQAA Military Engagement,Closeness Centrality,الزهراء الزهراء,0.0
ye1.org,AQAA Military Engagement,Closeness Centrality,محب الله1,1.0
ye1.org,AQAA Military Engagement,Closeness Centrality,النمر بن عدوان,0.0
ye1.org,AQAA Military Engagement,Closeness Centrality,رشاد العولقي,0.451612903226
ye1.org,AQAA Military Engagement,Closeness Centrality,نور الدين زنكي,1.0
ye1.org,AQAA Military Engagement,Closeness Centrality,زهيرسالم,0.348837209302
ye1.org,AQAA Military Engagement,Closeness Centrality,رجال الوايلي,0.466666666667
ye1.org,AQAA Military Engagement,Closeness Centrality,المعلم1,0.0
ye1.org,AQAA Military Engagement,Closeness Centrality,ابو وضاح الحسني,0.227272727273
ye1.org,AQAA Military Engagement,Closeness Centrality,ربـــش,0.56
ye1.org,AQAA Military Engagement,Closeness Centrality,يماني في الغربه,0.666666666667
ye1.org,AQAA Military Engagement,Closeness Centrality,NETSCAPE,0.0
ye1.org,AQAA Military Engagement,Closeness Centrality,ramzi alkadasi,1.0
ye1.org,AQAA Military Engagement,Closeness Centrality,متابع اعلامي,0.5
ye1.org,AQAA Military Engagement,Closeness Centrality,ابوخالد عبدالله,0.666666666667
ye1.org,AQAA Military Engagement,Closeness Centrality,قرين القران,0.0
ye1.org,AQAA Military Engagement,Closeness Centrality,أبوجعفر,0.0
ye1.org,AQAA Military Engagement,Closeness Centrality,المؤمن الصادق,0.0
ye1.org,AQAA Military Engagement,Closeness Centrality,أبوالبراء79,1.0
ye1.org,AQAA Military Engagement,Closeness Centrality,جلال الأربعيني,0.0
ye1.org,AQAA Military Engagement,Closeness Centrality,الواحدي شبواني,0.56
ye1.org,AQAA Military Engagement,Closeness Centrality,الفجر الجدديد,0.0
ye1.org,AQAA Military Engagement,Closeness Centrality,مجدي الرويشد,0.384615384615
ye1.org,AQAA Military Engagement,Closeness Centrality,محمد العباسى,0.298245614035
ye1.org,AQAA Military Engagement,Closeness Centrality,الركن اليماني,0.666666666667
ye1.org,AQAA Military Engagement,Closeness Centrality,عصفور النار,1.0
ye1.org,AQAA Military Engagement,Closeness Centrality,عبدالعزيز الحدي,0.341463414634
ye1.org,AQAA Military Engagement,Closeness Centrality,رشيماء,0.0
ye1.org,AQAA Military Engagement,Closeness Centrality,شاخوف الوائلي,0.0
ye1.org,AQAA Military Engagement,Closeness Centrality,جابر الحارثي,0.267857142857
ye1.org,AQAA Military Engagement,Closeness Centrality,اخو زيد,0.375
ye1.org,AQAA Military Engagement,Closeness Centrality,الحقيقة مرة,0.0
ye1.org,AQAA Military Engagement,Closeness Centrality,أبو نافع,0.454545454545
ye1.org,AQAA Military Engagement,Closeness Centrality,زنجبار تنزف,0.375
